document,count_sents,all_passives,passive_count,passive_sents_count,passive_percentages,binary,ID,Test,Cond,human_coding
One of my goals is to have my own Business in the near future ,1,[],0,0,0.0,0,A2MF4QDKE40KVN,1.0,1,0
I own my business for two years,1,[],0,0,0.0,0,A7Z6P6K85HX54,1.0,2,0
Business is booming.,1,[],0,0,0.0,0,A2PY9UB56M2PP2,1.0,1,0
The business is under pressure due to the pandemic. ,1,[],0,0,0.0,0,A2JUTTLDE5LGHH,1.0,2,0
I have an interest in Business,1,[],0,0,0.0,0,A2F58OOW7K3DD2,1.0,1,0
Monica was driven to the store last night.,1,['was driven'],1,1,1.0,1,A1QW2XUJ7KZCV5,2.0,2,1
I would ve done it differently. ,1,[],0,0,0.0,0,A3G3TIX6FEMN8R,2.0,2,0
The bath is far too hot for me to bathe.,1,[],0,0,0.0,0,A2DDPSXH2X96RF,1.0,1,0
Business is going great,1,[],0,0,0.0,0,A2BZY06YRWGEDL,2.0,1,0
Stocks were sold by the company before the end of the quarter. ,1,['were sold'],1,1,1.0,1,A1C8FN01981A69,2.0,2,1
"When will people return to the office, after COVID-19 ",1,[],0,0,0.0,0,A2DU76P3SED4T6,2.0,1,0
I will open my own business one day,1,[],0,0,0.0,0,AYSX5GNO640MZ,1.0,1,0
Jeff and Gary agreed on the merger and shook hands.,1,[],0,0,0.0,0,A2R30HQXQN76IC,1.0,1,0
A group of businessmen were gathered at the bar.,1,['were gathered'],1,1,1.0,1,AMDUEMZUK9GJC,1.0,1,1
Clients were given itemized invoices.,1,['were given'],1,1,1.0,1,A2WS07SCLNP1GV,1.0,2,1
Many businesses were shut down during the Covid pandemic. ,1,['were shut'],1,1,1.0,1,A3V3LIPOU53GZQ,2.0,2,1
The CEO wanted to gather the employee together.,1,[],0,0,0.0,0,AQDA6OMC4W5V8,1.0,2,0
The supervisor read the memo and asked the employees questions.,1,[],0,0,0.0,0,A1K3VCFF62LIO2,2.0,1,0
The business reopened after two months of lockdown.,1,[],0,0,0.0,0,A2AFAWJX5LTUVN,2.0,1,0
The new information for the banking regulations will be delivered this afternoon.,1,['will be delivered'],1,1,1.0,1,AW8JVJQNLTXND,2.0,1,1
Investing in the company is lucretive.,1,[],0,0,0.0,0,A26ZENZ5G8AEGM,1.0,1,0
Lot of economic growth is provided by businesses.,1,['is provided'],1,1,1.0,1,A3Q9H7A8J8GR01,1.0,2,1
The business recognized its error and made retribution. ,1,[],0,0,0.0,0,A2SULQE4M8C3CM,2.0,2,0
Business influences politicians.,1,[],0,0,0.0,0,A2LDDDJ4WBKB8Y,1.0,1,0
Companies enjoy making good profit from the businesses they run.,1,[],0,0,0.0,0,A2VJ27EN5W4MU,1.0,2,0
The man is starting business.,1,[],0,0,0.0,0,A1SBWRAOJBEFIM,1.0,1,0
BUSSINESS ARE DEVELOP THROUGH A SIMPLE IDEA.,1,[],0,0,0.0,0,A12JQZP4XVOABB,2.0,2,0
he is busy in business,1,[],0,0,0.0,0,AE5138F868GYB,1.0,1,0
Business will grow to offset the cost of living.,1,[],0,0,0.0,0,AY2L2CZ6OKNEA,2.0,1,0
The income was totaled by the Accountant. ,1,['was totaled'],1,1,1.0,1,A2S7LNJG767XIU,1.0,2,1
The business dedicates long hours to helping those in need.,1,[],0,0,0.0,0,A370S3V5OUNP4E,1.0,1,0
He was going to apply there.,1,[],0,0,0.0,0,A2ZKKOPPN3AX2G,1.0,2,0
I have business in the city.,1,[],0,0,0.0,0,AH7I3K3OJKA5L,2.0,1,0
Companies merge with other companies.,1,[],0,0,0.0,0,A5BCSSPC180AG,2.0,2,0
The business will go under very soon.,1,[],0,0,0.0,0,A1TO9C7AZND1VO,1.0,1,0
I wonder if business is good.,1,[],0,0,0.0,0,AE0C5U5HZ7WR9,2.0,2,0
The newest business to spring during the Pandemic is Home Delivery.,1,[],0,0,0.0,0,A1D4RC6K6Y5KAV,2.0,1,0
I started my own business.,1,[],0,0,0.0,0,A345TDMHP3DQ3G,1.0,1,0
Business was going well,1,[],0,0,0.0,0,A1U5UPSCURNRAA,2.0,2,0
Business is booming this month ,1,[],0,0,0.0,0,A18UTX5FD7NPRV,2.0,1,0
CEOS were not given much notice before firing. ,1,['were not given'],1,1,1.0,1,A3T79IEUFBB473,2.0,2,1
The accountant showed his work at the meeting.,1,[],0,0,0.0,0,A3HKD5JYXYBK5Q,1.0,1,0
Business is questionable these days.,1,[],0,0,0.0,0,A3MSMV01T3S53S,2.0,1,0
He had his own business for 20 years.,1,[],0,0,0.0,0,A2JAE9P7FQXU2T,2.0,2,0
I started business recently that is going so great so far ,1,[],0,0,0.0,0,A23K77HMD9APAJ,1.0,1,0
A business thrives when managed responsibly. ,1,[],0,0,0.0,0,A322UHGPRL2UWO,2.0,1,0
The shareholders were not satisfied by the CEO explanations,1,[],0,0,0.0,0,A1EDKVYT9ZCGUH,2.0,2,1
I would mind what you are doing in this meeting.,1,[],0,0,0.0,0,A3CX8S6Q0QEW8E,1.0,1,0
I had no business doing that.,1,[],0,0,0.0,0,AYX9OCFWBM939,2.0,2,0
They had good business sales then.,1,[],0,0,0.0,0,A1HNB2243A2PQH,2.0,2,0
I had never understood many aspects of business.,1,[],0,0,0.0,0,A1Y38T7IZWJQAE,2.0,2,0
